loanId,installmentIndex,isCollection,paymentDate,principal,fees,paymentAmount,paymentStatus,paymentReturnCode
LL-I-00202124,6,FALSE,2015-03-13T04:00:00,5.01,31.2,36.21,Checked,
LL-I-00202124,7,FALSE,2015-03-20T04:00:00,5.56,30.65,36.21,Checked,
LL-I-00202124,8,FALSE,2015-03-27T04:00:00,6.17,30.04,36.21,Checked,
LL-I-00202124,9,FALSE,2015-04-03T04:00:00,6.85,29.36,36.21,Checked,
LL-I-00202124,10,FALSE,2015-04-10T04:00:00,7.6,28.61,36.21,Checked,
LL-I-00202124,11,FALSE,2015-04-17T04:00:00,8.44,27.77,36.21,Checked,
LL-I-00202124,12,FALSE,2015-04-24T04:00:00,9.36,26.85,36.21,Checked,
LL-I-00202124,13,FALSE,2015-05-01T04:00:00,10.39,25.82,36.21,Checked,
LL-I-00202124,14,FALSE,2015-05-08T04:00:00,11.53,24.68,36.21,Checked,
LL-I-00202124,15,FALSE,2015-05-15T04:00:00,12.79,23.42,36.21,Checked,
LL-I-00202124,16,FALSE,2015-05-22T04:00:00,14.2,22.01,36.21,Checked,
LL-I-00202124,17,FALSE,2015-05-29T04:00:00,15.75,20.46,36.21,Checked,
LL-I-00202124,18,FALSE,2015-06-05T04:00:00,17.48,18.73,36.21,Checked,
LL-I-00202124,19,FALSE,2015-06-12T04:00:00,19.4,16.81,36.21,Checked,
LL-I-00202124,20,FALSE,2015-06-19T04:00:00,21.53,14.68,36.21,Checked,
LL-I-00202124,21,FALSE,2015-06-26T04:00:00,23.89,12.32,36.21,Checked,
LL-I-00202124,22,FALSE,2015-06-27T18:37:51.197000,88.48,1.38,89.86,Checked,
LL-I-00202124,23,FALSE,2015-07-03T04:00:00,26.51,9.7,36.21,Cancelled,
LL-I-00202124,24,FALSE,2015-07-10T04:00:00,29.41,6.8,36.21,Cancelled,
LL-I-00202124,25,FALSE,2015-07-17T04:00:00,32.56,3.57,36.13,Cancelled,
LL-I-00221331,1,FALSE,2015-02-20T05:00:00,0,68.94,68.94,Checked,
LL-I-00221331,2,FALSE,2015-03-06T05:00:00,11.16,87.74,98.9,Checked,
LL-I-00221331,3,FALSE,2015-03-20T04:00:00,13.61,85.29,98.9,Checked,
LL-I-00221331,4,FALSE,2015-04-03T04:00:00,16.59,82.31,98.9,Checked,
LL-I-00221331,5,FALSE,2015-04-17T04:00:00,20.23,78.67,98.9,Checked,
LL-I-00221331,6,FALSE,2015-05-01T04:00:00,24.67,74.23,98.9,Checked,
LL-I-00221331,7,FALSE,2015-05-15T04:00:00,30.08,68.82,98.9,Checked,
LL-I-00221331,8,FALSE,2015-05-29T04:00:00,36.68,62.22,98.9,Checked,
LL-I-00221331,9,FALSE,2015-06-12T04:00:00,44.72,54.18,98.9,Checked,
LL-I-00221331,10,FALSE,2015-06-26T04:00:00,54.53,44.37,98.9,Checked,
LL-I-00221331,11,FALSE,2015-07-10T04:00:00,66.49,32.41,98.9,Rejected,R02
LL-I-00221331,12,FALSE,2015-07-24T04:00:00,81.24,17.66,98.9,Cancelled,
LL-I-00221331,13,FALSE,2015-07-24T04:00:00,81.24,17.66,98.9,Cancelled,
LL-I-00221331,1,TRUE,2016-04-29T15:30:28.646000,0.01,0,0.01,Checked,
LL-I-00293606,1,FALSE,2015-03-04T05:00:00,0,8.08,8.08,Checked,
LL-I-00293606,2,FALSE,2015-03-11T04:00:00,4.08,28.27,32.35,Checked,
LL-I-00293606,3,FALSE,2015-03-18T04:00:00,4.46,27.89,32.35,Checked,
LL-I-00293606,4,FALSE,2015-03-25T04:00:00,4.88,27.46,32.35,Checked,
LL-I-00293606,5,FALSE,2015-04-01T04:00:00,5.34,27,32.35,Checked,
LL-I-00293606,6,FALSE,2015-04-08T04:00:00,5.84,26.5,32.35,Rejected,R01
LL-I-00293606,7,FALSE,2015-04-15T04:00:00,6.4,25.95,32.35,Checked,
LL-I-00293606,8,FALSE,2015-04-22T04:00:00,7,25.35,32.35,Checked,
LL-I-00293606,9,FALSE,2015-04-29T04:00:00,7.66,24.69,32.35,Checked,
LL-I-00293606,10,FALSE,2015-05-06T04:00:00,8.38,23.97,32.35,Checked,
LL-I-00293606,11,FALSE,2015-05-13T04:00:00,9.17,23.18,32.35,Checked,
LL-I-00293606,12,FALSE,2015-05-20T04:00:00,10.03,22.31,32.35,Checked,
LL-I-00293606,13,FALSE,2015-05-27T04:00:00,10.98,21.37,32.35,Checked,
LL-I-00293606,14,FALSE,2015-06-03T04:00:00,12.01,20.33,32.35,Checked,
LL-I-00293606,15,FALSE,2015-06-10T04:00:00,13.14,19.2,32.35,Checked,
LL-I-00293606,16,FALSE,2015-06-17T04:00:00,14.38,17.96,32.35,Checked,
LL-I-00293606,17,FALSE,2015-06-24T04:00:00,15.74,16.61,32.35,Checked,
LL-I-00293606,18,FALSE,2015-07-01T04:00:00,17.22,15.13,32.35,Checked,
LL-I-00293606,19,FALSE,2015-07-08T04:00:00,18.84,13.5,32.35,Checked,
LL-I-00293606,20,FALSE,2015-07-15T04:00:00,20.62,11.73,32.35,Checked,
LL-I-00293606,21,FALSE,2015-07-22T04:00:00,22.56,9.78,32.35,Checked,
LL-I-00293606,22,FALSE,2015-07-29T04:00:00,24.69,7.66,32.35,Checked,
LL-I-00293606,23,FALSE,2015-08-05T04:00:00,27.01,5.33,32.35,Checked,
LL-I-00293606,24,FALSE,2015-08-12T04:00:00,29.56,2.79,32.35,Checked,
LL-I-00293606,25,FALSE,2015-08-31T00:01:52.720000,5.85,1.41,7.26,Checked,
LL-I-00328139,1,FALSE,2015-03-13T04:00:00,0,80.37,80.37,Rejected,R10
LL-I-00328139,2,FALSE,2015-03-27T04:00:00,4.62,97.5,102.12,Rejected,R10
LL-I-00328139,3,FALSE,2015-04-10T04:00:00,6.12,96,102.12,Checked,
LL-I-00328139,4,FALSE,2015-04-24T04:00:00,8.11,94.01,102.12,Cancelled,
LL-I-00328139,5,FALSE,2015-04-24T04:00:00,8.11,94.01,102.12,Cancelled,
LL-I-00328139,6,FALSE,2015-05-08T04:00:00,10.75,91.37,102.12,Cancelled,
LL-I-00328139,7,FALSE,2015-05-08T04:00:00,10.75,91.37,102.12,Cancelled,
LL-I-00328139,8,FALSE,2015-05-22T04:00:00,14.24,87.88,102.12,Cancelled,
LL-I-00328139,9,FALSE,2015-05-22T04:00:00,14.24,87.88,102.12,Cancelled,
LL-I-00328139,10,FALSE,2015-06-05T04:00:00,18.87,83.25,102.12,Cancelled,
LL-I-00328139,11,FALSE,2015-06-05T04:00:00,18.87,83.25,102.12,Cancelled,
LL-I-00328139,12,FALSE,2015-06-19T04:00:00,25.01,77.12,102.12,Cancelled,
LL-I-00328139,13,FALSE,2015-06-19T04:00:00,25.01,77.12,102.12,Cancelled,
LL-I-00328139,14,FALSE,2015-07-03T04:00:00,33.13,68.99,102.12,Cancelled,
LL-I-00328139,15,FALSE,2015-07-03T04:00:00,33.13,68.99,102.12,Cancelled,
LL-I-00328139,16,FALSE,2015-07-17T04:00:00,43.9,58.22,102.12,Cancelled,
LL-I-00328139,17,FALSE,2015-07-17T04:00:00,43.9,58.22,102.12,Cancelled,
LL-I-00328139,18,FALSE,2015-07-31T04:00:00,58.17,43.95,102.12,Cancelled,
LL-I-00328139,19,FALSE,2015-07-31T04:00:00,58.17,43.95,102.12,Cancelled,
LL-I-00328139,20,FALSE,2015-08-14T04:00:00,77.07,25.05,102.12,Cancelled,
LL-I-00328139,21,FALSE,2015-08-14T04:00:00,77.07,25.05,102.12,Cancelled,
LL-I-00383820,1,FALSE,2015-03-27T04:00:00,8.75,63.46,72.21,Checked,
LL-I-00383820,2,FALSE,2015-04-10T04:00:00,10.6,61.61,72.21,Checked,
LL-I-00383820,3,FALSE,2015-04-24T04:00:00,12.84,59.37,72.21,Checked,
LL-I-00383820,4,FALSE,2015-05-08T04:00:00,15.56,56.65,72.21,Checked,
LL-I-00383820,5,FALSE,2015-05-22T04:00:00,18.85,53.36,72.21,Checked,
LL-I-00383820,6,FALSE,2015-06-05T04:00:00,22.83,49.38,72.21,Checked,
LL-I-00383820,7,FALSE,2015-06-19T04:00:00,27.66,44.55,72.21,Rejected,R09
LL-I-00383820,8,FALSE,2015-07-03T04:00:00,33.52,38.69,72.21,Checked,
LL-I-00383820,9,FALSE,2015-07-17T04:00:00,40.61,31.6,72.21,Checked,
LL-I-00383820,10,FALSE,2015-07-31T04:00:00,49.19,23.01,72.21,Checked,
LL-I-00383820,11,FALSE,2015-08-14T04:00:00,59.6,12.61,72.21,Rejected,R09
LL-I-00383820,12,FALSE,2015-08-28T04:00:00,0,49.86,49.86,Rejected,R01
LL-I-00383820,1,TRUE,2016-05-03T13:24:15.067000,0.01,0,0.01,Checked,
LL-I-00494191,1,FALSE,2015-04-17T04:00:00,0,87.29,87.29,Checked,
LL-I-00494191,2,FALSE,2015-05-01T04:00:00,8.05,67.89,75.94,Checked,
LL-I-00494191,3,FALSE,2015-05-15T04:00:00,9.87,66.07,75.94,Checked,
LL-I-00494191,4,FALSE,2015-05-29T04:00:00,12.1,63.84,75.94,Checked,
LL-I-00494191,5,FALSE,2015-06-12T04:00:00,14.85,61.1,75.95,Checked,
LL-I-00494191,6,FALSE,2015-06-26T04:00:00,18.21,57.74,75.95,Checked,
LL-I-00494191,7,FALSE,2015-07-10T04:00:00,22.33,53.62,75.95,Checked,
LL-I-00494191,8,FALSE,2015-07-24T04:00:00,27.39,48.56,75.95,Checked,
LL-I-00494191,9,FALSE,2015-08-07T04:00:00,33.59,42.36,75.95,Checked,
LL-I-00494191,10,FALSE,2015-08-21T04:00:00,41.18,34.76,75.94,Checked,
LL-I-00494191,11,FALSE,2015-09-04T04:00:00,50.5,25.44,75.94,Checked,
LL-I-00494191,12,FALSE,2015-09-18T04:00:00,61.93,14.01,75.94,Checked,
LL-I-00578532,1,FALSE,2015-04-24T04:00:00,7.68,48.08,55.76,Checked,
LL-I-00578532,2,FALSE,2015-05-08T04:00:00,12.03,43.73,55.76,Checked,
LL-I-00578532,3,FALSE,2015-05-22T04:00:00,13.83,41.93,55.76,Checked,
LL-I-00578532,4,FALSE,2015-06-05T04:00:00,15.9,39.86,55.76,Checked,
LL-I-00578532,5,FALSE,2015-06-19T04:00:00,18.28,37.48,55.76,Checked,
LL-I-00578532,6,FALSE,2015-07-03T04:00:00,21.01,34.75,55.76,Checked,
LL-I-00578532,7,FALSE,2015-07-17T04:00:00,24.16,31.6,55.76,Checked,
LL-I-00578532,8,FALSE,2015-07-31T04:00:00,27.77,27.99,55.76,Checked,
LL-I-00578532,9,FALSE,2015-08-14T04:00:00,31.92,23.84,55.76,Checked,
LL-I-00578532,10,FALSE,2015-08-28T04:00:00,36.71,19.06,55.77,Checked,
LL-I-00578532,11,FALSE,2015-09-11T04:00:00,42.2,13.57,55.77,Checked,
LL-I-00578532,12,FALSE,2015-09-25T04:00:00,48.51,7.26,55.77,Checked,
LL-I-00591254,1,FALSE,2015-04-17T04:00:00,36.89,70.52,107.41,Checked,
LL-I-00591254,2,FALSE,2015-05-01T04:00:00,23.17,84.24,107.41,Checked,
LL-I-00591254,3,FALSE,2015-05-15T04:00:00,26.65,80.77,107.42,Checked,
LL-I-00591254,4,FALSE,2015-05-29T04:00:00,30.63,76.78,107.41,Checked,
LL-I-00591254,5,FALSE,2015-06-12T04:00:00,35.22,72.2,107.42,Checked,
LL-I-00591254,6,FALSE,2015-06-26T04:00:00,40.48,66.93,107.41,Checked,
LL-I-00591254,7,FALSE,2015-07-10T04:00:00,46.53,60.88,107.41,Rejected,R01
LL-I-00591254,8,FALSE,2015-07-21T21:38:54.738000,406.96,108.86,515.82,Checked,
LL-I-00591254,9,FALSE,2015-07-24T04:00:00,53.5,53.92,107.42,Cancelled,
LL-I-00591254,10,FALSE,2015-08-07T04:00:00,61.51,45.91,107.42,Cancelled,
LL-I-00591254,11,FALSE,2015-08-21T04:00:00,70.71,36.71,107.42,Cancelled,
LL-I-00591254,12,FALSE,2015-09-04T04:00:00,81.28,26.13,107.41,Cancelled,
LL-I-00591254,13,FALSE,2015-09-18T04:00:00,93.43,13.98,107.41,Cancelled,
LL-I-00638247,1,FALSE,2015-04-27T04:00:00,48.31,29.44,77.75,Checked,
LL-I-00638247,2,FALSE,2015-05-27T04:00:00,36.58,41.17,77.75,Checked,
LL-I-00638247,3,FALSE,2015-06-26T04:00:00,42.57,35.18,77.75,Checked,
LL-I-00638247,4,FALSE,2015-07-27T04:00:00,48.6,29.16,77.76,Checked,
LL-I-00638247,5,FALSE,2015-08-27T04:00:00,56.8,20.95,77.75,Checked,
LL-I-00638247,6,FALSE,2015-09-18T15:14:58.136000,67.14,7.75,74.89,Checked,
LL-I-00638247,7,FALSE,2015-09-25T04:00:00,67.14,10.62,77.76,Cancelled,
LL-I-00665717,1,FALSE,2015-04-23T04:00:00,21.23,36.99,58.22,Checked,
LL-I-00665717,2,FALSE,2015-05-07T04:00:00,10.1,48.12,58.22,Checked,
LL-I-00665717,3,FALSE,2015-05-21T04:00:00,11.85,46.37,58.22,Checked,
LL-I-00665717,4,FALSE,2015-06-04T04:00:00,13.89,44.33,58.22,Checked,
LL-I-00665717,5,FALSE,2015-06-18T04:00:00,16.29,41.93,58.22,Checked,
LL-I-00665717,6,FALSE,2015-07-02T04:00:00,19.1,39.12,58.22,Checked,
LL-I-00665717,7,FALSE,2015-07-16T04:00:00,22.4,35.82,58.22,Checked,
LL-I-00665717,8,FALSE,2015-07-30T04:00:00,26.26,31.95,58.21,Checked,
LL-I-00665717,9,FALSE,2015-08-13T04:00:00,30.79,27.42,58.21,Checked,
LL-I-00665717,10,FALSE,2015-08-27T04:00:00,36.1,22.11,58.21,Checked,
LL-I-00665717,11,FALSE,2015-09-10T04:00:00,42.34,15.88,58.22,Checked,
LL-I-00665717,12,FALSE,2015-09-24T04:00:00,49.65,8.57,58.22,Checked,
LL-I-00729129,1,FALSE,2015-05-01T04:00:00,0,35.26,35.26,Checked,C01
LL-I-00729129,2,FALSE,2015-05-08T04:00:00,5.27,22.44,27.71,Checked,
LL-I-00729129,3,FALSE,2015-05-15T04:00:00,5.67,22.04,27.71,Checked,
LL-I-00729129,4,FALSE,2015-05-22T04:00:00,6.09,21.62,27.71,Checked,
LL-I-00729129,5,FALSE,2015-05-29T04:00:00,6.55,21.16,27.71,Checked,
LL-I-00729129,6,FALSE,2015-06-05T04:00:00,7.04,20.67,27.71,Checked,
LL-I-00729129,7,FALSE,2015-06-12T04:00:00,7.56,20.15,27.71,Checked,
LL-I-00729129,8,FALSE,2015-06-19T04:00:00,8.13,19.58,27.71,Checked,
LL-I-00729129,9,FALSE,2015-06-26T04:00:00,8.74,18.97,27.71,Checked,
LL-I-00729129,10,FALSE,2015-07-03T04:00:00,9.39,18.32,27.71,Checked,
LL-I-00729129,11,FALSE,2015-07-10T04:00:00,10.09,17.62,27.71,Checked,
LL-I-00729129,12,FALSE,2015-07-17T04:00:00,10.86,16.86,27.72,Checked,
LL-I-00729129,13,FALSE,2015-07-24T04:00:00,11.66,16.05,27.71,Checked,
LL-I-00729129,14,FALSE,2015-07-31T04:00:00,12.53,15.18,27.71,Checked,
LL-I-00729129,15,FALSE,2015-08-07T04:00:00,13.48,14.24,27.72,Checked,
LL-I-00729129,16,FALSE,2015-08-14T04:00:00,14.48,13.23,27.71,Checked,
LL-I-00729129,17,FALSE,2015-08-21T04:00:00,15.56,12.15,27.71,Checked,
LL-I-00729129,18,FALSE,2015-08-28T04:00:00,16.73,10.99,27.72,Checked,
LL-I-00729129,19,FALSE,2015-09-04T04:00:00,17.97,9.74,27.71,Checked,
LL-I-00729129,20,FALSE,2015-09-11T04:00:00,19.33,8.39,27.72,Checked,
LL-I-00729129,21,FALSE,2015-09-18T04:00:00,20.77,6.95,27.72,Checked,
LL-I-00729129,22,FALSE,2015-09-25T04:00:00,22.32,5.39,27.71,Checked,
LL-I-00729129,23,FALSE,2015-10-02T04:00:00,24,3.72,27.72,Checked,
LL-I-00729129,24,FALSE,2015-10-09T04:00:00,25.78,1.93,27.71,Checked,
LL-I-00777854,1,FALSE,2015-05-01T04:00:00,0,36.16,36.16,Checked,
LL-I-00777854,2,FALSE,2015-05-08T04:00:00,3.5,31.64,35.14,Checked,
LL-I-00777854,3,FALSE,2015-05-15T04:00:00,3.87,31.27,35.14,Checked,
LL-I-00777854,4,FALSE,2015-05-22T04:00:00,4.28,30.87,35.15,Checked,
LL-I-00777854,5,FALSE,2015-05-29T04:00:00,4.72,30.42,35.14,Checked,
LL-I-00777854,6,FALSE,2015-06-05T04:00:00,5.23,29.92,35.15,Checked,
LL-I-00777854,7,FALSE,2015-06-12T04:00:00,5.78,29.37,35.15,Rejected,R02
LL-I-00777854,8,FALSE,2015-06-19T04:00:00,6.39,28.76,35.15,Cancelled,
LL-I-00777854,9,FALSE,2015-06-19T04:00:00,6.39,28.76,35.15,Cancelled,
LL-I-00777854,10,FALSE,2015-06-26T04:00:00,7.07,28.08,35.15,Cancelled,
LL-I-00777854,11,FALSE,2015-06-26T04:00:00,7.07,28.08,35.15,Cancelled,
LL-I-00777854,12,FALSE,2015-07-03T04:00:00,7.81,27.34,35.15,Cancelled,
LL-I-00777854,13,FALSE,2015-07-03T04:00:00,7.81,27.34,35.15,Cancelled,
LL-I-00777854,14,FALSE,2015-07-10T04:00:00,8.64,26.51,35.15,Cancelled,
LL-I-00777854,15,FALSE,2015-07-10T04:00:00,8.64,26.51,35.15,Cancelled,
LL-I-00777854,16,FALSE,2015-07-17T04:00:00,9.54,25.6,35.14,Cancelled,
LL-I-00777854,17,FALSE,2015-07-17T04:00:00,9.54,25.6,35.14,Cancelled,
LL-I-00777854,18,FALSE,2015-07-24T04:00:00,10.55,24.59,35.14,Cancelled,
LL-I-00777854,19,FALSE,2015-07-24T04:00:00,10.55,24.59,35.14,Cancelled,
LL-I-00777854,20,FALSE,2015-07-31T04:00:00,11.66,23.48,35.14,Cancelled,
LL-I-00777854,21,FALSE,2015-07-31T04:00:00,11.66,23.48,35.14,Cancelled,
LL-I-00777854,22,FALSE,2015-08-07T04:00:00,12.9,22.25,35.15,Cancelled,
LL-I-00777854,23,FALSE,2015-08-07T04:00:00,12.9,22.25,35.15,Cancelled,
LL-I-00777854,24,FALSE,2015-08-14T04:00:00,14.25,20.89,35.14,Cancelled,
LL-I-00777854,25,FALSE,2015-08-14T04:00:00,14.25,20.89,35.14,Cancelled,
LL-I-00777854,26,FALSE,2015-08-21T04:00:00,15.75,19.39,35.14,Cancelled,
LL-I-00777854,27,FALSE,2015-08-21T04:00:00,15.75,19.39,35.14,Cancelled,
LL-I-00777854,28,FALSE,2015-08-28T04:00:00,17.42,17.73,35.15,Cancelled,
LL-I-00777854,29,FALSE,2015-08-28T04:00:00,17.42,17.73,35.15,Cancelled,
LL-I-00777854,30,FALSE,2015-09-04T04:00:00,19.26,15.89,35.15,Cancelled,
LL-I-00777854,31,FALSE,2015-09-04T04:00:00,19.26,15.89,35.15,Cancelled,
LL-I-00777854,32,FALSE,2015-09-11T04:00:00,21.28,13.86,35.14,Cancelled,
LL-I-00777854,33,FALSE,2015-09-11T04:00:00,21.28,13.86,35.14,Cancelled,
LL-I-00777854,34,FALSE,2015-09-18T04:00:00,23.54,11.61,35.15,Cancelled,
LL-I-00777854,35,FALSE,2015-09-18T04:00:00,23.54,11.61,35.15,Cancelled,
LL-I-00777854,36,FALSE,2015-09-25T04:00:00,26.01,9.13,35.14,Cancelled,
LL-I-00777854,37,FALSE,2015-09-25T04:00:00,26.01,9.13,35.14,Cancelled,
LL-I-00777854,38,FALSE,2015-10-02T04:00:00,28.76,6.39,35.15,Cancelled,
LL-I-00777854,39,FALSE,2015-10-02T04:00:00,28.76,6.39,35.15,Cancelled,
LL-I-00777854,40,FALSE,2015-10-09T04:00:00,31.79,3.35,35.14,Cancelled,
LL-I-00777854,41,FALSE,2015-10-09T04:00:00,31.79,3.35,35.14,Cancelled,
LL-I-00777854,1,TRUE,2016-05-20T13:40:20.855000,51.3,0,51.3,Checked,
LL-I-00777854,2,TRUE,2016-06-03T12:56:15.853000,51.3,0,51.3,Checked,
LL-I-00777854,3,TRUE,2016-06-17T12:52:26.883000,51.3,0,51.3,Checked,
LL-I-00777854,4,TRUE,2016-07-01T13:50:52.203000,51.3,0,51.3,Checked,
LL-I-00777854,5,TRUE,2016-07-15T13:01:14.877000,21.9,29.37,51.27,Checked,
LL-I-00777854,6,TRUE,2016-07-29T04:00:00,51.3,0,51.3,Rejected,
LL-I-00805680,1,FALSE,2015-04-29T04:00:00,10.83,18.49,29.32,Checked,
LL-I-00805680,2,FALSE,2015-05-06T04:00:00,4.36,24.96,29.32,Checked,
LL-I-00805680,3,FALSE,2015-05-13T04:00:00,4.75,24.58,29.33,Checked,
LL-I-00805680,4,FALSE,2015-05-20T04:00:00,5.15,24.17,29.32,Checked,
LL-I-00805680,5,FALSE,2015-05-27T04:00:00,5.61,23.72,29.33,Checked,
LL-I-00805680,6,FALSE,2015-06-03T04:00:00,6.08,23.24,29.32,Checked,
LL-I-00805680,7,FALSE,2015-06-10T04:00:00,6.6,22.72,29.32,Checked,
LL-I-00805680,8,FALSE,2015-06-17T04:00:00,7.18,22.15,29.33,Checked,
LL-I-00805680,9,FALSE,2015-06-24T04:00:00,7.8,21.53,29.33,Checked,
LL-I-00805680,10,FALSE,2015-07-01T04:00:00,8.48,20.85,29.33,Checked,
LL-I-00805680,11,FALSE,2015-07-08T04:00:00,9.2,20.12,29.32,Checked,
LL-I-00805680,12,FALSE,2015-07-15T04:00:00,10,19.33,29.33,Checked,
LL-I-00805680,13,FALSE,2015-07-22T04:00:00,10.86,18.46,29.32,Checked,
LL-I-00805680,14,FALSE,2015-07-29T04:00:00,11.79,17.53,29.32,Checked,
LL-I-00805680,15,FALSE,2015-08-05T04:00:00,12.82,16.51,29.33,Checked,
LL-I-00805680,16,FALSE,2015-08-12T04:00:00,13.93,15.4,29.33,Checked,
LL-I-00805680,17,FALSE,2015-08-19T04:00:00,15.12,14.2,29.32,Checked,
LL-I-00805680,18,FALSE,2015-08-26T04:00:00,16.42,12.9,29.32,Checked,
LL-I-00805680,19,FALSE,2015-09-02T04:00:00,17.85,11.48,29.33,Checked,
LL-I-00805680,20,FALSE,2015-09-09T04:00:00,19.39,9.94,29.33,Checked,
LL-I-00805680,21,FALSE,2015-09-16T04:00:00,21.05,8.27,29.32,Checked,
LL-I-00805680,22,FALSE,2015-09-23T04:00:00,22.88,6.45,29.33,Checked,
LL-I-00805680,23,FALSE,2015-09-30T04:00:00,24.86,4.47,29.33,Checked,
LL-I-00805680,24,FALSE,2015-10-07T04:00:00,26.99,2.33,29.32,Checked,
LL-I-00841323,1,FALSE,2015-05-22T04:00:00,18.04,53.34,71.38,Checked,
LL-I-00841323,2,FALSE,2015-06-05T04:00:00,7.57,63.81,71.38,Checked,
LL-I-00841323,3,FALSE,2015-06-19T04:00:00,9.29,62.09,71.38,Checked,
LL-I-00841323,4,FALSE,2015-07-03T04:00:00,11.38,59.99,71.37,Checked,
LL-I-00841323,5,FALSE,2015-07-17T04:00:00,13.95,57.42,71.37,Checked,
LL-I-00841323,6,FALSE,2015-07-31T04:00:00,17.11,54.26,71.37,Checked,
LL-I-00841323,7,FALSE,2015-08-14T04:00:00,20.99,50.39,71.38,Checked,
LL-I-00841323,8,FALSE,2015-08-28T04:00:00,25.74,45.64,71.38,Checked,
LL-I-00841323,9,FALSE,2015-09-11T04:00:00,31.56,39.81,71.37,Checked,
LL-I-00841323,10,FALSE,2015-09-25T04:00:00,38.71,32.67,71.38,Checked,
LL-I-00841323,11,FALSE,2015-10-09T04:00:00,47.46,23.91,71.37,Checked,
LL-I-00841323,12,FALSE,2015-10-23T04:00:00,58.2,13.17,71.37,Checked,
LL-I-00855284,1,FALSE,2015-05-20T04:00:00,45.47,64.11,109.58,Checked,
LL-I-00855284,2,FALSE,2015-06-19T04:00:00,27.99,81.59,109.58,Checked,
LL-I-00855284,3,FALSE,2015-07-20T04:00:00,34.54,75.04,109.58,Checked,
LL-I-00855284,4,FALSE,2015-08-20T04:00:00,45.99,63.6,109.59,Checked,
LL-I-00855284,5,FALSE,2015-09-18T04:00:00,64.35,45.24,109.59,Checked,
LL-I-00855284,6,FALSE,2015-10-20T04:00:00,81.66,27.92,109.58,Checked,
LL-I-00878300,1,FALSE,2015-06-03T04:00:00,4.12,176.3,180.42,Checked,
LL-I-00878300,2,FALSE,2015-07-03T04:00:00,22.35,158.07,180.42,Checked,
LL-I-00878300,3,FALSE,2015-08-03T04:00:00,34.29,146.13,180.42,Rejected,R01
LL-I-00878300,4,FALSE,2015-09-03T04:00:00,44.1,136.33,180.43,Checked,
LL-I-00878300,5,FALSE,2015-10-02T04:00:00,76.17,104.25,180.42,Rejected,R01
